"genes","total_intra","rare","prev","rare_ratio"
"Asphd2_chr5_112384354_112394866_-_ENSMUSG00000029348.11_ENSMUSG00000029348.11.unspliced",54,13,40,0.240740740740741
"Aspm_chr1_139454772_139494091_+_ENSMUSG00000033952.14_ENSMUSG00000033952.14.unspliced",60,13,47,0.216666666666667
"Aspm_chr1_139454772_139494091_+_ENSMUSG00000033952.14_ENSMUST00000200083.4",54,14,39,0.259259259259259
"Aspscr1_chr11_120672973_120709447_+_ENSMUSG00000025142.18_ENSMUSG00000025142.18.unspliced",82,33,47,0.402439024390244
"Asrgl1_chr19_9109868_9135636_-_ENSMUSG00000024654.8_ENSMUSG00000024654.8.unspliced",58,24,29,0.413793103448276
"Ass1_chr2_31470207_31520672_+_ENSMUSG00000076441.9_ENSMUSG00000076441.9.unspliced",83,10,69,0.120481927710843
"Aste1_chr9_105395392_105412229_+_ENSMUSG00000032567.16_ENSMUSG00000032567.16.unspliced",75,6,69,0.08
"Asxl1_chr2_153345829_153404007_+_ENSMUSG00000042548.14_ENSMUSG00000042548.14.unspliced",84,28,50,0.333333333333333
"Asxl2_chr12_3426857_3506852_+_ENSMUSG00000037486.18_ENSMUSG00000037486.18.unspliced",63,9,53,0.142857142857143
"Asxl3_chr18_22344246_22530227_+_ENSMUSG00000045215.17_ENSMUSG00000045215.17.unspliced",59,14,44,0.23728813559322
"Asxl3_chr18_22344246_22530227_+_ENSMUSG00000045215.17_ENSMUST00000120223.7",58,10,45,0.172413793103448
"Atad1_chr19_32671638_32739786_-_ENSMUSG00000013662.6_ENSMUSG00000013662.6.unspliced",72,10,57,0.138888888888889
"Atad2_chr15_58094044_58135082_-_ENSMUSG00000022360.8_ENSMUSG00000022360.8.unspliced",95,14,80,0.147368421052632
"Atad2b_chr12_4917353_5047394_+_ENSMUSG00000052812.5_ENSMUSG00000052812.5.unspliced",59,4,54,0.0677966101694915
"Atad3a_chr4_155740641_155761093_-_ENSMUSG00000029036.18_ENSMUSG00000029036.18.unspliced",64,9,53,0.140625
"Atad5_chr11_80089400_80135794_+_ENSMUSG00000017550.14_ENSMUSG00000017550.14.unspliced",101,24,74,0.237623762376238
"Ate1_chr7_130391493_130520369_-_ENSMUSG00000030850.17_ENSMUSG00000030850.17.unspliced",79,14,61,0.177215189873418
"Ate1_chr7_130391493_130520369_-_ENSMUSG00000030850.17_ENSMUST00000094017.4",96,44,47,0.458333333333333
"Ate1_chr7_130391493_130520369_-_ENSMUSG00000030850.17_ENSMUST00000178534.7",100,43,54,0.43
"Ate1_chr7_130391493_130520369_-_ENSMUSG00000030850.17_ENSMUST00000216011.1",100,43,54,0.43
"Atf1_chr15_100227819_100261244_+_ENSMUSG00000023027.13_ENSMUSG00000023027.13.unspliced",83,31,48,0.373493975903614
"Atf2_chr2_73816509_73892639_-_ENSMUSG00000027104.18_ENSMUSG00000027104.18.unspliced",67,28,39,0.417910447761194
"Atf3_chr1_191170296_191218039_-_ENSMUSG00000026628.13_ENSMUSG00000026628.13.unspliced",93,19,72,0.204301075268817
"Atf6_chr1_170704674_170867771_-_ENSMUSG00000026663.6_ENSMUSG00000026663.6.unspliced",52,7,42,0.134615384615385
"Atf6b_chr17_34647146_34655074_+_ENSMUSG00000015461.15_ENSMUSG00000015461.15.unspliced",70,14,53,0.2
"Atf7_chr15_102525946_102625464_-_ENSMUSG00000099083.7_ENSMUSG00000099083.7.unspliced",70,11,56,0.157142857142857
"Atf7ip_chr6_136506167_136610862_+_ENSMUSG00000030213.12_ENSMUSG00000030213.12.unspliced",60,12,47,0.2
"Atf7ip2_chr16_10192712_10251478_+_ENSMUSG00000039200.16_ENSMUSG00000039200.16.unspliced",80,17,60,0.2125
"Atf7ip2_chr16_10192712_10251478_+_ENSMUSG00000039200.16_ENSMUST00000117220.7",81,8,70,0.0987654320987654
"Atg10_chr13_90935356_91223968_-_ENSMUSG00000021619.6_ENSMUSG00000021619.6.unspliced",56,15,40,0.267857142857143
"Atg101_chr15_101284272_101290945_+_ENSMUSG00000037204.7_ENSMUSG00000037204.7.unspliced",69,10,55,0.144927536231884
"Atg12_chr18_46730144_46741580_-_ENSMUSG00000032905.5_ENSMUSG00000032905.5.unspliced",57,18,36,0.31578947368421
"Atg13_chr2_91674618_91710576_-_ENSMUSG00000027244.14_ENSMUSG00000027244.14.unspliced",107,41,60,0.383177570093458
"Atg14_chr14_47540893_47570649_-_ENSMUSG00000037526.7_ENSMUSG00000037526.7.unspliced",83,18,63,0.216867469879518
"Atg16l2_chr7_101263034_101302251_-_ENSMUSG00000047767.17_ENSMUSG00000047767.17.unspliced",85,8,73,0.0941176470588235
"Atg16l2_chr7_101263034_101302251_-_ENSMUSG00000047767.17_ENSMUST00000120267.8",81,11,68,0.135802469135802
"Atg2a_chr19_6241668_6262335_+_ENSMUSG00000024773.15_ENSMUSG00000024773.15.unspliced",85,6,71,0.0705882352941176
"Atg2b_chr12_105616136_105685211_-_ENSMUSG00000041341.10_ENSMUSG00000041341.10.unspliced",103,34,63,0.330097087378641
"Atg3_chr16_45158785_45188538_+_ENSMUSG00000022663.3_ENSMUSG00000022663.3.unspliced",75,20,51,0.266666666666667
"Atg4b_chr1_93751500_93790610_+_ENSMUSG00000026280.17_ENSMUSG00000026280.17.unspliced",95,25,64,0.263157894736842
"Atg4c_chr4_99193934_99259787_+_ENSMUSG00000028550.15_ENSMUSG00000028550.15.unspliced",84,22,58,0.261904761904762
"Atg5_chr10_44268358_44364291_+_ENSMUSG00000038160.7_ENSMUSG00000038160.7.unspliced",91,23,62,0.252747252747253
"Atg7_chr6_114643097_114860614_+_ENSMUSG00000030314.16_ENSMUSG00000030314.16.unspliced",83,22,59,0.265060240963855
"Atg9a_chr1_75180860_75192196_-_ENSMUSG00000033124.16_ENSMUSG00000033124.16.unspliced",47,17,25,0.361702127659574
"Atg9b_chr5_24384181_24392143_-_ENSMUSG00000038295.14_ENSMUSG00000038295.14.unspliced",59,29,28,0.491525423728814
"Atg9b_chr5_24384181_24392143_-_ENSMUSG00000038295.14_ENSMUST00000059401.6",45,23,21,0.511111111111111
"Atl1_chr12_69892614_69966417_+_ENSMUSG00000021066.9_ENSMUSG00000021066.9.unspliced",74,43,31,0.581081081081081
"Atl2_chr17_79848390_79896123_-_ENSMUSG00000059811.13_ENSMUSG00000059811.13.unspliced",69,17,47,0.246376811594203
"Atl3_chr19_7494040_7539674_+_ENSMUSG00000024759.14_ENSMUSG00000024759.14.unspliced",39,9,29,0.230769230769231
"Atm_chr9_53439149_53536740_-_ENSMUSG00000034218.16_ENSMUSG00000034218.16.unspliced",56,5,46,0.0892857142857143
"Atmin_chr8_116943393_116960445_+_ENSMUSG00000047388.10_ENSMUSG00000047388.10.unspliced",62,18,42,0.290322580645161
"Atp10a_chr7_58656166_58829420_+_ENSMUSG00000025324.8_ENSMUSG00000025324.8.unspliced",69,23,44,0.333333333333333
"Atp10d_chr5_72203329_72298775_+_ENSMUSG00000046808.17_ENSMUSG00000046808.17.unspliced",75,17,52,0.226666666666667
"Atp11a_chr8_12757014_12868728_+_ENSMUSG00000031441.15_ENSMUSG00000031441.15.unspliced",55,20,33,0.363636363636364
"Atp11b_chr3_35754106_35856276_+_ENSMUSG00000037400.17_ENSMUSG00000037400.17.unspliced",80,28,48,0.35
"Atp11c_chrX_60223290_60592698_-_ENSMUSG00000062949.13_ENSMUSG00000062949.13.unspliced",47,10,36,0.212765957446809
"Atp11c_chrX_60223290_60592698_-_ENSMUSG00000062949.13_ENSMUST00000033480.12",38,5,33,0.131578947368421
"Atp13a2_chr4_140986873_141007330_+_ENSMUSG00000036622.15_ENSMUSG00000036622.15.unspliced",69,25,41,0.36231884057971
"Atp13a3_chr16_30312423_30405975_-_ENSMUSG00000022533.14_ENSMUSG00000022533.14.unspliced",78,28,47,0.358974358974359
"Atp1a2_chr1_172271709_172298064_-_ENSMUSG00000007097.14_ENSMUST00000097464.3",49,19,28,0.387755102040816
"Atp1b1_chr1_164437109_164458355_-_ENSMUSG00000026576.12_ENSMUSG00000026576.12.unspliced",69,25,39,0.36231884057971
"Atp1b3_chr9_96332655_96364442_-_ENSMUSG00000032412.8_ENSMUSG00000032412.8.unspliced",92,11,74,0.119565217391304
"Atp23_chr10_126868427_126901355_-_ENSMUSG00000025436.12_ENSMUSG00000025436.12.unspliced",106,4,93,0.0377358490566038
"Atp2a2_chr5_122453513_122502225_-_ENSMUSG00000029467.15_ENSMUSG00000029467.15.unspliced",52,12,38,0.230769230769231
"Atp2a3_chr11_72961169_72993044_+_ENSMUSG00000020788.15_ENSMUSG00000020788.15.unspliced",84,33,45,0.392857142857143
"Atp2b1_chr10_98914406_99026143_+_ENSMUSG00000019943.10_ENSMUSG00000019943.10.unspliced",67,18,46,0.26865671641791
"Atp2b3_chrX_73503086_73571005_+_ENSMUSG00000031376.15_ENSMUST00000033744.11",49,15,33,0.306122448979592
"Atp2b4_chr1_133699457_133801041_-_ENSMUSG00000026463.17_ENSMUSG00000026463.17.unspliced",79,25,49,0.316455696202532
"Atp2b4_chr1_133699457_133801041_-_ENSMUSG00000026463.17_ENSMUST00000125659.7",66,12,48,0.181818181818182
"Atp2b4_chr1_133699457_133801041_-_ENSMUSG00000026463.17_ENSMUST00000143567.7",79,20,58,0.253164556962025
"Atp2c1_chr9_105403539_105527319_-_ENSMUSG00000032570.17_ENSMUSG00000032570.17.unspliced",88,31,55,0.352272727272727
"Atp2c2_chr8_119700009_119757717_+_ENSMUSG00000034112.9_ENSMUSG00000034112.9.unspliced",72,26,43,0.361111111111111
"Atp4a_chr7_30712209_30725534_+_ENSMUSG00000005553.14_ENSMUSG00000005553.14.unspliced",56,20,34,0.357142857142857
"Atp5c1_chr2_10056016_10080510_-_ENSMUSG00000025781.14_ENSMUSG00000025781.14.unspliced",127,52,68,0.409448818897638
"Atp5g2_chr15_102662864_102672352_-_ENSMUSG00000062683.11_ENSMUSG00000062683.11.unspliced",47,19,26,0.404255319148936
"Atp5g3_chr2_73908447_73911326_-_ENSMUSG00000018770.9_ENSMUSG00000018770.9.unspliced",90,31,51,0.344444444444444
"Atp5h_chr11_115415689_115419962_-_ENSMUSG00000034566.10_ENSMUSG00000034566.10.unspliced",85,25,54,0.294117647058824
"Atp5j_chr16_84827866_84835625_-_ENSMUSG00000022890.13_ENSMUSG00000022890.13.unspliced",101,39,58,0.386138613861386
"Atp5md_chr19_47083464_47090647_-_ENSMUSG00000071528.4_ENSMUSG00000071528.4.unspliced",100,53,46,0.53
"Atp5mpl_chr12_111961375_111966977_-_ENSMUSG00000021290.6_ENSMUSG00000021290.6.unspliced",121,27,87,0.223140495867769
"Atp5pb_chr3_105942698_105960099_-_ENSMUSG00000000563.17_ENSMUSG00000000563.17.unspliced",95,52,39,0.547368421052632
"Atp6ap1_chrX_74297097_74304721_+_ENSMUSG00000019087.13_ENSMUSG00000019087.13.unspliced",73,33,34,0.452054794520548
"Atp6ap2_chrX_12587801_12617049_+_ENSMUSG00000031007.2_ENSMUSG00000031007.2.unspliced",63,30,32,0.476190476190476
"Atp6v0a2_chr5_124628576_124724455_+_ENSMUSG00000038023.12_ENSMUSG00000038023.12.unspliced",69,12,54,0.173913043478261
"Atp6v0a4_chr6_38048483_38124586_-_ENSMUSG00000038600.12_ENSMUSG00000038600.12.unspliced",69,22,46,0.318840579710145
"Atp6v0c_chr17_24163866_24169702_-_ENSMUSG00000024121.13_ENSMUSG00000024121.13.unspliced",50,6,42,0.12
"Atp6v0e_chr17_26663231_26699647_+_ENSMUSG00000015575.15_ENSMUSG00000015575.15.unspliced",58,14,40,0.241379310344828
"Atp6v0e2_chr6_48537615_48541801_+_ENSMUSG00000039347.7_ENSMUSG00000039347.7.unspliced",58,26,28,0.448275862068966
"Atp6v1a_chr16_44085402_44139705_-_ENSMUSG00000052459.13_ENSMUSG00000052459.13.unspliced",53,7,46,0.132075471698113
"Atp6v1c1_chr15_38661933_38692446_+_ENSMUSG00000022295.8_ENSMUSG00000022295.8.unspliced",96,11,80,0.114583333333333
"Atp6v1c2_chr12_17284721_17329359_-_ENSMUSG00000020566.19_ENSMUSG00000020566.19.unspliced",94,44,46,0.468085106382979
"Atp6v1d_chr12_78840725_78861638_-_ENSMUSG00000021114.9_ENSMUSG00000021114.9.unspliced",57,12,44,0.210526315789474
"Atp6v1g1_chr4_63544772_63550750_+_ENSMUSG00000039105.6_ENSMUSG00000039105.6.unspliced",74,16,53,0.216216216216216
"Atp6v1g2_chr17_35233660_35238767_+_ENSMUSG00000024403.16_ENSMUSG00000024403.16.unspliced",69,32,34,0.463768115942029
"Atp6v1g2_chr17_35233660_35238767_+_ENSMUSG00000024403.16_ENSMUST00000068261.8",52,21,29,0.403846153846154
"Atp6v1h_chr1_5070018_5162529_+_ENSMUSG00000033793.12_ENSMUSG00000033793.12.unspliced",49,16,30,0.326530612244898
"Atp7a_chrX_106027276_106124926_+_ENSMUSG00000033792.12_ENSMUSG00000033792.12.unspliced",62,13,43,0.209677419354839
"Atp7b_chr8_21992785_22060305_-_ENSMUSG00000006567.11_ENSMUSG00000006567.11.unspliced",54,11,39,0.203703703703704
"Atp8a1_chr5_67618140_67847434_-_ENSMUSG00000037685.15_ENSMUSG00000037685.15.unspliced",71,16,52,0.225352112676056
"Atp8a1_chr5_67618140_67847434_-_ENSMUSG00000037685.15_ENSMUST00000072971.12",51,2,49,0.0392156862745098
"Atp8a1_chr5_67618140_67847434_-_ENSMUSG00000037685.15_ENSMUST00000113652.7",78,15,63,0.192307692307692
"Atp8a2_chr14_59638540_60197179_-_ENSMUSG00000021983.16_ENSMUST00000080368.12",83,30,52,0.36144578313253
"Atp8b1_chr18_64528967_64661267_-_ENSMUSG00000039529.9_ENSMUSG00000039529.9.unspliced",113,44,60,0.389380530973451
"Atp8b5_chr4_43267159_43373833_+_ENSMUSG00000028457.18_ENSMUSG00000028457.18.unspliced",105,54,48,0.514285714285714
"Atp9a_chr2_168634438_168742409_-_ENSMUSG00000027546.15_ENSMUSG00000027546.15.unspliced",68,19,48,0.279411764705882
"Atp9b_chr18_80734141_80934060_-_ENSMUSG00000024566.10_ENSMUSG00000024566.10.unspliced",87,35,50,0.402298850574713
"Atp9b_chr18_80734141_80934060_-_ENSMUSG00000024566.10_ENSMUST00000225980.1",67,20,45,0.298507462686567
"Atpaf1_chr4_115784812_115822655_+_ENSMUSG00000028710.18_ENSMUSG00000028710.18.unspliced",58,24,33,0.413793103448276
"Atpaf2_chr11_60400626_60418457_-_ENSMUSG00000042709.15_ENSMUSG00000042709.15.unspliced",80,23,54,0.2875
"Atpsckmt_chr15_31601852_31621227_+_ENSMUSG00000039065.11_ENSMUSG00000039065.11.unspliced",74,5,69,0.0675675675675676
"Atr_chr9_95857597_95951781_+_ENSMUSG00000032409.15_ENSMUSG00000032409.15.unspliced",53,10,38,0.188679245283019
"Atrip_chr9_109057933_109074124_-_ENSMUSG00000025646.9_ENSMUSG00000025646.9.unspliced",76,13,63,0.171052631578947
"Atrip_chr9_109057933_109074124_-_ENSMUSG00000025646.9_ENSMUST00000161521.7",64,22,40,0.34375
"Atrn_chr2_130906495_131030333_+_ENSMUSG00000027312.14_ENSMUSG00000027312.14.unspliced",54,8,45,0.148148148148148
"Atrnl1_chr19_57611034_58133343_+_ENSMUSG00000054843.9_ENSMUSG00000054843.9.unspliced",52,17,33,0.326923076923077
"Atrnl1_chr19_57611034_58133343_+_ENSMUSG00000054843.9_ENSMUST00000077282.6",69,22,45,0.318840579710145
"Atxn1_chr13_45549755_45965008_-_ENSMUSG00000046876.16_ENSMUSG00000046876.16.unspliced",81,7,71,0.0864197530864197
"Atxn1_chr13_45549755_45965008_-_ENSMUSG00000046876.16_ENSMUST00000180110.8",54,8,44,0.148148148148148
"Atxn10_chr15_85336245_85463212_+_ENSMUSG00000016541.10_ENSMUSG00000016541.10.unspliced",56,10,42,0.178571428571429
"Atxn1l_chr8_109726451_109737739_-_ENSMUSG00000069895.4_ENSMUSG00000069895.4.unspliced",92,11,74,0.119565217391304
"Atxn2_chr5_121711337_121816493_+_ENSMUSG00000042605.16_ENSMUSG00000042605.16.unspliced",83,34,49,0.409638554216867
"Atxn3_chr12_101918901_101958246_-_ENSMUSG00000021189.11_ENSMUSG00000021189.11.unspliced",67,20,46,0.298507462686567
"Atxn7_chr14_13961440_14107302_+_ENSMUSG00000021738.5_ENSMUSG00000021738.5.unspliced",62,17,43,0.274193548387097
"Atxn7_chr14_13961440_14107302_+_ENSMUSG00000021738.5_ENSMUST00000223880.1",56,17,38,0.303571428571429
"Atxn7l1_chr12_33147693_33373185_+_ENSMUSG00000020564.17_ENSMUSG00000020564.17.unspliced",53,5,45,0.0943396226415094
"Atxn7l2_chr3_108202222_108210934_-_ENSMUSG00000048997.17_ENSMUSG00000048997.17.unspliced",59,1,58,0.0169491525423729
"AU015836_chrX_93968659_93975470_+_ENSMUSG00000081044.8_ENSMUSG00000081044.8.unspliced",72,21,49,0.291666666666667
"AU018091_chr7_3154658_3169203_-_ENSMUSG00000054753.9_ENSMUSG00000054753.9.unspliced",53,15,34,0.283018867924528
"AU021092_chr16_5211823_5222299_-_ENSMUSG00000051669.6_ENSMUSG00000051669.6.unspliced",64,27,34,0.421875
"AU022252_chr4_119203570_119232712_-_ENSMUSG00000078584.9_ENSMUSG00000078584.9.unspliced",123,29,90,0.235772357723577
"AU022754_chr15_85580252_85593708_+_ENSMUSG00000097209.2_ENSMUSG00000097209.2.unspliced",80,26,50,0.325
"AU040320_chr4_126753544_126870070_+_ENSMUSG00000028830.14_ENSMUSG00000028830.14.unspliced",92,34,54,0.369565217391304
"AU041133_chr10_82128013_82153065_+_ENSMUSG00000078435.5_ENSMUSG00000078435.5.unspliced",87,21,62,0.241379310344828
"AU041133_chr10_82128013_82153065_+_ENSMUSG00000078435.5_ENSMUST00000105314.2",59,24,31,0.406779661016949
"AU041133_chr10_82128013_82153065_+_ENSMUSG00000078435.5_ENSMUST00000201286.3",64,16,45,0.25
"Auh_chr13_52835119_52929681_-_ENSMUSG00000021460.17_ENSMUSG00000021460.17.unspliced",66,16,45,0.242424242424242
"Auh_chr13_52835119_52929681_-_ENSMUSG00000021460.17_ENSMUST00000119311.7",55,15,40,0.272727272727273
"Aunip_chr4_134510999_134523927_+_ENSMUSG00000078521.2_ENSMUSG00000078521.2.unspliced",88,16,72,0.181818181818182
"Aurka_chr2_172356190_172370535_-_ENSMUSG00000027496.15_ENSMUSG00000027496.15.unspliced",121,8,107,0.0661157024793388
"Aurkaip1_chr4_155831272_155833130_+_ENSMUSG00000065990.12_ENSMUSG00000065990.12.unspliced",101,31,64,0.306930693069307
"Aurkaip1_chr4_155831272_155833130_+_ENSMUSG00000065990.12_ENSMUST00000105591.1",95,39,53,0.410526315789474
"Auts2_chr5_131437333_132543344_-_ENSMUSG00000029673.17_ENSMUSG00000029673.17.unspliced",69,20,46,0.289855072463768
"AV039307_chr2_120850705_120866689_+_ENSMUSG00000087519.8_ENSMUST00000124795.1",62,33,28,0.532258064516129
"AV099323_chr2_132253357_132261333_+_ENSMUSG00000087377.1_ENSMUSG00000087377.1.unspliced",64,15,49,0.234375
"Aven_chr2_112492964_112634573_+_ENSMUSG00000003604.14_ENSMUSG00000003604.14.unspliced",74,7,64,0.0945945945945946
"Avil_chr10_127000709_127020994_+_ENSMUSG00000025432.11_ENSMUSG00000025432.11.unspliced",92,41,46,0.445652173913043
"Avl9_chr6_56714899_56761912_+_ENSMUSG00000029787.10_ENSMUSG00000029787.10.unspliced",65,12,52,0.184615384615385
"AW011738_chr4_156203270_156210563_+_ENSMUSG00000078349.3_ENSMUSG00000078349.3.unspliced",64,11,52,0.171875
"AW046200_chr8_57651757_57663430_+_ENSMUSG00000110419.1_ENSMUSG00000110419.1.unspliced",78,25,52,0.320512820512821
"AW146154_chr7_41478874_41499890_-_ENSMUSG00000074166.7_ENSMUSG00000074166.7.unspliced",75,11,63,0.146666666666667
"AW209491_chr13_14630154_14639096_+_ENSMUSG00000039182.6_ENSMUSG00000039182.6.unspliced",97,14,75,0.144329896907216
"AW549877_chr15_3982035_3995744_-_ENSMUSG00000041935.10_ENSMUSG00000041935.10.unspliced",88,12,74,0.136363636363636
"AW554918_chr18_25168999_25467321_+_ENSMUSG00000033632.16_ENSMUSG00000033632.16.unspliced",78,1,77,0.0128205128205128
"AW554918_chr18_25168999_25467321_+_ENSMUSG00000033632.16_ENSMUST00000097643.9",77,12,63,0.155844155844156
"AW822252_chrX_53695855_53716773_-_ENSMUSG00000085998.8_ENSMUSG00000085998.8.unspliced",56,30,24,0.535714285714286
"Awat2_chrX_100402221_100442717_-_ENSMUSG00000031220.14_ENSMUSG00000031220.14.unspliced",97,19,74,0.195876288659794
"Axdnd1_chr1_156323509_156421159_-_ENSMUSG00000026601.14_ENSMUST00000213088.1",82,55,24,0.670731707317073
"Axin1_chr17_26138688_26195811_+_ENSMUSG00000024182.16_ENSMUSG00000024182.16.unspliced",94,35,55,0.372340425531915
"Axin2_chr11_108920349_108950783_+_ENSMUSG00000000142.15_ENSMUSG00000000142.15.unspliced",63,10,51,0.158730158730159
"Axin2_chr11_108920349_108950783_+_ENSMUSG00000000142.15_ENSMUST00000106711.1",59,8,50,0.135593220338983
"Axl_chr7_25757273_25788705_-_ENSMUSG00000002602.16_ENSMUSG00000002602.16.unspliced",42,23,18,0.547619047619048
"Azi2_chr9_118040499_118069794_+_ENSMUSG00000039285.12_ENSMUSG00000039285.12.unspliced",66,13,49,0.196969696969697
"Azin1_chr15_38487427_38519266_-_ENSMUSG00000037458.15_ENSMUSG00000037458.15.unspliced",71,24,46,0.338028169014085
"Azin2_chr4_128930233_128962442_-_ENSMUSG00000028789.16_ENSMUSG00000028789.16.unspliced",53,17,36,0.320754716981132
"Azin2_chr4_128930233_128962442_-_ENSMUSG00000028789.16_ENSMUST00000106068.7",49,23,26,0.469387755102041
"B130034C11Rik_chr16_87495999_87504033_+_ENSMUSG00000093606.1_ENSMUSG00000093606.1.unspliced",60,15,42,0.25
"B130046B21Rik_chr15_98807024_98816077_+_ENSMUSG00000097414.2_ENSMUSG00000097414.2.unspliced",61,20,41,0.327868852459016
"B130055M24Rik_chr7_127448636_127460360_+_ENSMUSG00000086502.1_ENSMUSG00000086502.1.unspliced",67,11,53,0.164179104477612
"B230118H07Rik_chr2_101560781_101649532_-_ENSMUSG00000027165.16_ENSMUSG00000027165.16.unspliced",95,31,56,0.326315789473684
"B230206L02Rik_chr11_94133485_94155776_+_ENSMUSG00000086003.7_ENSMUSG00000086003.7.unspliced",91,37,48,0.406593406593407
"B230208H11Rik_chr10_12916648_12923090_-_ENSMUSG00000097378.8_ENSMUSG00000097378.8.unspliced",64,20,42,0.3125
"B230216N24Rik_chr1_98031116_98057680_-_ENSMUSG00000089706.7_ENSMUSG00000089706.7.unspliced",52,15,32,0.288461538461538
"B230217O12Rik_chr19_57323193_57360775_-_ENSMUSG00000097785.2_ENSMUSG00000097785.2.unspliced",79,25,48,0.316455696202532
"B230219D22Rik_chr13_55693124_55703500_+_ENSMUSG00000045767.9_ENSMUSG00000045767.9.unspliced",86,17,66,0.197674418604651
"B230303O12Rik_chr5_146188620_146194809_-_ENSMUSG00000106547.1_ENSMUSG00000106547.1.unspliced",55,8,46,0.145454545454545
"B230303O12Rik_chr5_146188620_146194809_-_ENSMUSG00000106547.1_ENSMUST00000199119.1",56,8,46,0.142857142857143
"B230307C23Rik_chr16_97997315_98031801_+_ENSMUSG00000080717.10_ENSMUSG00000080717.10.unspliced",85,7,78,0.0823529411764706
"B230317F23Rik_chr8_60983437_60985908_+_ENSMUSG00000045746.3_ENSMUST00000052189.3.monoexonic.unspliced",88,47,35,0.534090909090909
"B230319C09Rik_chr6_83441755_83448322_+_ENSMUSG00000051844.13_ENSMUSG00000051844.13.unspliced",60,23,35,0.383333333333333
"B230322F03Rik_chr7_35555367_35556935_+_ENSMUSG00000097509.1_ENSMUST00000181932.1.monoexonic.unspliced",80,30,43,0.375
"B230354K17Rik_chr17_45433598_45442544_+_ENSMUSG00000097119.2_ENSMUSG00000097119.2.unspliced",83,31,52,0.373493975903614
"B230362B09Rik_chr15_27503912_27505532_+_ENSMUSG00000115543.1_ENSMUST00000227224.1.monoexonic.unspliced",49,29,19,0.591836734693878
"B230369F24Rik_chr1_178313328_178318549_-_ENSMUSG00000086350.1_ENSMUSG00000086350.1.unspliced",61,10,49,0.163934426229508
"B2m_chr2_122147686_122153083_+_ENSMUSG00000060802.8_ENSMUSG00000060802.8.unspliced",94,31,59,0.329787234042553
"B3galnt1_chr3_69574158_69598960_-_ENSMUSG00000043300.2_ENSMUSG00000043300.2.unspliced",56,20,35,0.357142857142857
"B3galnt2_chr13_13954469_13999103_+_ENSMUSG00000039242.10_ENSMUSG00000039242.10.unspliced",88,39,44,0.443181818181818
"B3gat3_chr19_8920374_8927236_+_ENSMUSG00000071649.6_ENSMUSG00000071649.6.unspliced",109,21,82,0.192660550458716
"B3glct_chr5_149678230_149762599_+_ENSMUSG00000051950.10_ENSMUSG00000051950.10.unspliced",43,8,34,0.186046511627907
"B3gnt2_chr11_22759738_22860961_-_ENSMUSG00000051650.11_ENSMUSG00000051650.11.unspliced",70,12,55,0.171428571428571
"B3gnt3_chr8_71690756_71701789_-_ENSMUSG00000031803.8_ENSMUSG00000031803.8.unspliced",55,13,38,0.236363636363636
"B3gnt9_chr8_105252638_105255153_-_ENSMUSG00000069920.10_ENSMUST00000093217.8",71,42,29,0.591549295774648
